Date,Series,Open,High,Low,Prev Close,ltp,Close,VWAP,52WH,52WL,Volume,Value,No.of Traders
2-Jul-24,EQ,"1,265.00","1,267.85","1,238.25","1,261.90","1,250.00","1,253.40","1,251.60","1,310.00",927.15,"99,45,447","12,44,77,63,788.80","2,58,476"
1-Jul-24,EQ,"1,273.00","1,273.00","1,256.45","1,265.25","1,259.70","1,261.90","1,264.66","1,310.00",927.15,"57,97,015","7,33,12,80,202.85","1,83,547"
28-Jun-24,EQ,"1,283.10","1,289.90","1,261.60","1,288.95","1,263.80","1,265.25","1,272.14","1,310.00",927.15,"71,67,069","9,11,74,94,214.80","2,74,653"
27-Jun-24,EQ,"1,310.00","1,310.00","1,280.00","1,285.40","1,288.05","1,288.95","1,293.09","1,310.00",927.15,"2,23,11,393","28,85,05,81,982.40","2,95,852"
26-Jun-24,EQ,"1,281.10","1,292.95","1,259.20","1,271.45","1,284.00","1,285.40","1,277.28","1,292.95",927.15,"1,39,56,370","17,82,62,61,937.80","2,52,419"
25-Jun-24,EQ,"1,234.45","1,278.75","1,226.00","1,228.10","1,272.65","1,271.45","1,259.63","1,278.75",927.15,"1,76,07,952","22,17,94,90,315.10","3,28,365"
24-Jun-24,EQ,"1,231.00","1,235.75","1,225.05","1,237.45","1,229.65","1,228.10","1,229.00","1,246.00",927.15,"66,76,530","8,20,54,23,840.80","1,99,186"
21-Jun-24,EQ,"1,246.00","1,246.00","1,223.75","1,239.50","1,232.10","1,237.45","1,229.24","1,246.00",927.15,"2,93,11,314","36,03,05,14,617.60","2,36,969"
20-Jun-24,EQ,"1,230.10","1,241.50","1,220.40","1,226.65","1,238.00","1,239.50","1,234.40","1,243.35",927.15,"82,06,858","10,13,05,77,306.25","1,84,564"
19-Jun-24,EQ,"1,193.00","1,243.35","1,185.50","1,191.90","1,229.00","1,226.65","1,216.95","1,243.35",927.15,"1,79,87,437","21,88,98,74,992.90","3,38,098"
18-Jun-24,EQ,"1,194.00","1,194.00","1,181.15","1,181.05","1,190.00","1,191.90","1,188.94","1,242.20",927.15,"68,37,181","8,12,89,78,098.40","1,66,191"
14-Jun-24,EQ,"1,180.95","1,184.65","1,170.00","1,174.65","1,181.00","1,181.05","1,178.90","1,242.20",927.15,"44,51,031","5,24,73,12,164.10","1,75,362"
13-Jun-24,EQ,"1,201.80","1,202.00","1,173.45","1,187.90","1,175.50","1,174.65","1,182.78","1,242.20",927.15,"53,21,148","6,29,37,67,209.90","1,66,167"
12-Jun-24,EQ,"1,192.10","1,206.15","1,184.10","1,194.60","1,186.00","1,187.90","1,193.99","1,242.20",927.15,"71,99,718","8,59,64,01,078.25","2,06,029"
11-Jun-24,EQ,"1,204.45","1,209.35","1,190.45","1,200.00","1,193.00","1,194.60","1,199.79","1,242.20",927.15,"93,90,212","11,26,62,64,173.15","1,75,931"
10-Jun-24,EQ,"1,185.00","1,212.40","1,185.00","1,186.80","1,196.95","1,200.00","1,205.31","1,242.20",927.15,"99,95,057","12,04,71,64,277.30","3,53,620"
7-Jun-24,EQ,"1,178.00","1,195.20","1,166.75","1,170.95","1,188.00","1,186.80","1,186.19","1,242.20",927.15,"85,83,998","10,18,22,91,291.25","1,86,416"
6-Jun-24,EQ,"1,192.10","1,195.90","1,163.25","1,184.50","1,174.00","1,170.95","1,177.39","1,242.20",927.15,"1,20,06,879","14,13,67,79,337.85","3,34,949"
5-Jun-24,EQ,"1,138.00","1,193.00","1,110.70","1,131.25","1,180.50","1,184.50","1,152.75","1,242.20",927.15,"2,10,39,499","24,25,33,12,563.50","3,82,962"
4-Jun-24,EQ,"1,224.00","1,224.00","1,101.55","1,223.90","1,138.00","1,131.25","1,154.47","1,242.20",927.15,"2,41,35,989","27,86,43,28,324.90","4,96,520"
3-Jun-24,EQ,"1,197.05","1,242.20","1,193.40","1,162.15","1,230.00","1,223.90","1,217.27","1,242.20",927.15,"2,21,97,339","27,02,02,48,884.00","4,05,670"
31-May-24,EQ,"1,173.00","1,178.00","1,153.40","1,167.95","1,164.05","1,162.15","1,163.57","1,196.00",910.2,"1,00,57,642","11,70,27,97,392.00","1,81,548"
30-May-24,EQ,"1,155.20","1,179.80","1,155.00","1,159.75","1,172.00","1,167.95","1,167.19","1,196.00",910.2,"72,32,217","8,44,13,39,660.05","1,87,968"
29-May-24,EQ,"1,172.00","1,185.90","1,156.00","1,183.40","1,164.95","1,159.75","1,165.17","1,196.00",910.2,"94,18,064","10,97,36,38,363.45","1,59,514"
28-May-24,EQ,"1,188.00","1,192.40","1,179.00","1,187.00","1,181.00","1,183.40","1,184.71","1,196.00",910.2,"40,18,776","4,76,10,91,671.70","1,08,973"
27-May-24,EQ,"1,178.90","1,196.00","1,168.00","1,174.00","1,187.25","1,187.00","1,184.90","1,196.00",910.2,"1,04,50,046","12,38,22,09,226.70","2,37,192"
24-May-24,EQ,"1,165.50","1,177.00","1,160.60","1,165.25","1,172.95","1,174.00","1,170.10","1,182.90",910.2,"88,14,997","10,31,44,14,702.20","2,61,712"
23-May-24,EQ,"1,126.00","1,169.65","1,125.75","1,126.00","1,164.00","1,165.25","1,155.80","1,182.90",910.2,"1,28,18,081","14,81,51,26,041.05","2,30,965"
22-May-24,EQ,"1,142.00","1,142.00","1,117.95","1,137.65","1,131.40","1,126.00","1,127.49","1,182.90",910.2,"90,94,033","10,25,34,72,782.00","1,92,068"
21-May-24,EQ,"1,136.00","1,145.75","1,129.20","1,143.75","1,137.70","1,137.65","1,137.60","1,182.90",910.2,"81,62,017","9,28,50,79,457.10","1,74,810"
18-May-24,EQ,"1,142.00","1,145.00","1,137.00","1,141.35","1,142.15","1,143.75","1,141.00","1,182.90",908.95,"1,69,757","19,36,92,329.95","5,380"
17-May-24,EQ,"1,132.00","1,146.00","1,126.10","1,139.30","1,144.00","1,141.35","1,137.58","1,182.90",908.95,"99,09,986","11,27,33,63,179.90","1,68,324"
16-May-24,EQ,"1,134.15","1,143.95","1,111.30","1,128.05","1,141.90","1,139.30","1,128.00","1,182.90",908.95,"1,07,50,526","12,12,65,49,873.85","2,92,058"
15-May-24,EQ,"1,125.55","1,131.20","1,118.60","1,122.85","1,128.00","1,128.05","1,125.11","1,182.90",908.95,"54,36,338","6,11,64,93,659.40","1,98,143"
14-May-24,EQ,"1,129.95","1,136.10","1,118.10","1,132.00","1,123.05","1,122.85","1,123.60","1,182.90",908.95,"54,71,143","6,14,73,86,089.40","1,78,673"
13-May-24,EQ,"1,120.10","1,135.40","1,105.05","1,120.10","1,133.75","1,132.00","1,121.13","1,182.90",908.95,"55,13,160","6,18,09,95,003.25","2,24,158"
10-May-24,EQ,"1,123.70","1,140.00","1,113.35","1,115.65","1,122.25","1,120.10","1,124.95","1,182.90",865.3,"72,42,718","8,14,76,90,576.45","1,51,941"
9-May-24,EQ,"1,122.00","1,134.55","1,112.20","1,128.65","1,119.00","1,115.65","1,122.64","1,182.90",865.3,"52,26,693","5,86,77,16,191.65","1,68,872"
8-May-24,EQ,"1,124.65","1,135.45","1,118.25","1,127.70","1,132.00","1,128.65","1,127.70","1,182.90",865.3,"81,75,609","9,21,96,38,150.75","1,62,473"
7-May-24,EQ,"1,146.05","1,148.80","1,124.05","1,143.65","1,127.65","1,127.70","1,131.78","1,182.90",865.3,"71,15,509","8,05,32,13,188.25","1,69,525"
6-May-24,EQ,"1,143.90","1,156.00","1,135.65","1,141.50","1,144.50","1,143.65","1,146.78","1,182.90",865.3,"74,90,104","8,58,94,74,788.75","1,52,481"
3-May-24,EQ,"1,150.90","1,163.25","1,134.10","1,149.85","1,140.40","1,141.50","1,144.78","1,182.90",854.05,"99,93,632","11,44,05,45,970.40","1,93,809"
2-May-24,EQ,"1,156.00","1,174.00","1,148.00","1,165.90","1,150.00","1,149.85","1,156.76","1,182.90",854.05,"1,23,02,236","14,23,07,38,751.00","2,77,844"
30-Apr-24,EQ,"1,160.15","1,182.90","1,155.15","1,159.25","1,162.45","1,165.90","1,166.90","1,182.90",854.05,"1,89,65,164","22,13,04,62,800.40","3,27,501"
29-Apr-24,EQ,"1,130.30","1,164.00","1,125.30","1,130.30","1,159.70","1,159.25","1,150.70","1,164.00",854.05,"1,51,83,242","17,47,14,27,087.15","2,73,071"
26-Apr-24,EQ,"1,130.00","1,141.35","1,123.00","1,127.00","1,133.00","1,130.30","1,131.47","1,151.85",853.65,"1,01,33,766","11,46,60,87,902.15","2,99,648"
25-Apr-24,EQ,"1,100.00","1,133.95","1,086.10","1,063.25","1,127.45","1,127.00","1,117.17","1,151.85",853.65,"4,61,36,295","51,54,22,75,043.15","6,57,770"
24-Apr-24,EQ,"1,056.00","1,068.95","1,056.00","1,055.75","1,065.00","1,063.25","1,063.83","1,151.85",853.65,"56,41,163","6,00,12,22,460.60","1,37,910"
23-Apr-24,EQ,"1,058.00","1,060.25","1,048.75","1,053.95","1,055.00","1,055.75","1,054.18","1,151.85",853.65,"83,00,012","8,74,97,09,686.00","1,75,265"
22-Apr-24,EQ,"1,039.00","1,058.50","1,032.00","1,029.10","1,054.80","1,053.95","1,050.92","1,151.85",853.65,"94,10,832","9,88,99,88,042.70","2,17,402"
19-Apr-24,EQ,"1,015.00","1,036.95",995.7,"1,024.00","1,031.70","1,029.10","1,010.36","1,151.85",853.65,"2,15,98,007","21,82,18,52,104.50","3,59,249"
18-Apr-24,EQ,"1,044.15","1,051.40","1,013.85","1,051.90","1,025.85","1,024.00","1,032.29","1,151.85",853.65,"1,78,32,438","18,40,82,86,427.20","3,14,144"
16-Apr-24,EQ,"1,049.95","1,057.85","1,044.35","1,057.95","1,055.90","1,051.90","1,052.29","1,151.85",853.65,"71,07,881","7,47,95,54,260.75","2,14,474"
15-Apr-24,EQ,"1,063.10","1,071.00","1,055.25","1,073.45","1,057.75","1,057.95","1,062.41","1,151.85",853.65,"88,89,435","9,44,42,56,462.65","2,39,122"
12-Apr-24,EQ,"1,079.50","1,096.40","1,071.10","1,087.80","1,073.00","1,073.45","1,084.03","1,151.85",843.95,"1,80,45,983","19,56,24,60,089.05","3,85,766"
10-Apr-24,EQ,"1,086.20","1,093.00","1,080.00","1,080.00","1,084.40","1,087.80","1,087.88","1,151.85",843.95,"90,64,074","9,86,06,31,872.05","2,08,186"
9-Apr-24,EQ,"1,090.00","1,090.00","1,071.35","1,076.05","1,079.95","1,080.00","1,081.82","1,151.85",843.95,"1,13,85,226","12,31,67,72,651.30","1,91,566"
8-Apr-24,EQ,"1,067.00","1,079.45","1,063.55","1,059.10","1,077.00","1,076.05","1,074.13","1,151.85",843.95,"49,67,186","5,33,53,83,836.95","1,64,919"
5-Apr-24,EQ,"1,061.10","1,063.00","1,048.10","1,062.95","1,062.50","1,059.10","1,054.37","1,151.85",843.95,"92,10,187","9,71,09,62,597.20","2,00,225"
4-Apr-24,EQ,"1,070.00","1,080.70","1,059.15","1,063.25","1,066.00","1,062.95","1,068.44","1,151.85",843.95,"1,79,64,844","19,19,44,06,129.05","3,53,555"
3-Apr-24,EQ,"1,043.80","1,070.30","1,043.75","1,047.20","1,061.00","1,063.25","1,060.74","1,151.85",843.95,"1,15,73,590","12,27,66,23,964.65","2,81,965"
2-Apr-24,EQ,"1,051.00","1,055.85","1,040.20","1,053.10","1,050.00","1,047.20","1,046.20","1,151.85",843.95,"1,36,17,893","14,24,70,90,587.15","3,07,894"
1-Apr-24,EQ,"1,052.35","1,063.75","1,048.90","1,047.20","1,054.05","1,053.10","1,056.51","1,151.85",843.95,"54,84,556","5,79,44,62,420.05","1,81,143"
28-Mar-24,EQ,"1,052.85","1,058.40","1,044.10","1,052.85","1,046.50","1,047.20","1,050.27","1,151.85",826.05,"1,02,35,318","10,74,98,62,842.10","2,20,763"
27-Mar-24,EQ,"1,045.80","1,057.55","1,044.25","1,040.55","1,052.00","1,052.85","1,050.31","1,151.85",826.05,"1,70,27,308","17,88,40,10,983.45","2,87,048"
26-Mar-24,EQ,"1,029.00","1,044.20","1,027.50","1,033.30","1,043.00","1,040.55","1,037.47","1,151.85",826.05,"96,56,767","10,01,86,41,510.95","2,51,863"
22-Mar-24,EQ,"1,040.10","1,047.25","1,029.95","1,035.60","1,031.00","1,033.30","1,038.24","1,151.85",825.55,"98,91,194","10,26,94,36,021.05","2,36,409"
21-Mar-24,EQ,"1,039.35","1,050.55","1,028.15","1,034.75","1,041.85","1,035.60","1,037.64","1,151.85",825.55,"99,03,738","10,27,65,20,680.40","2,23,205"
20-Mar-24,EQ,"1,050.00","1,057.45","1,030.95","1,050.80","1,038.25","1,034.75","1,043.11","1,151.85",825.55,"1,26,19,644","13,16,36,64,760.15","3,39,938"
19-Mar-24,EQ,"1,055.55","1,060.95","1,046.70","1,061.35","1,050.35","1,050.80","1,051.92","1,151.85",825.55,"67,28,886","7,07,82,77,172.50","2,36,410"
18-Mar-24,EQ,"1,044.00","1,066.90","1,043.60","1,046.40","1,064.75","1,061.35","1,056.44","1,151.85",825.55,"76,12,407","8,04,20,37,127.25","2,73,150"
15-Mar-24,EQ,"1,056.25","1,056.25","1,030.25","1,058.25","1,048.00","1,046.40","1,044.51","1,151.85",814.3,"1,77,98,175","18,59,04,58,547.25","2,61,474"
14-Mar-24,EQ,"1,075.00","1,081.25","1,055.60","1,080.40","1,061.10","1,058.25","1,068.08","1,151.85",814.3,"1,02,53,613","10,95,16,73,978.40","1,93,181"
13-Mar-24,EQ,"1,096.00","1,099.55","1,070.75","1,097.00","1,078.50","1,080.40","1,079.81","1,151.85",814.3,"1,15,03,890","12,42,20,69,636.50","2,26,985"
12-Mar-24,EQ,"1,105.00","1,121.40","1,084.25","1,105.10","1,094.45","1,097.00","1,101.89","1,151.85",814.3,"98,17,138","10,81,74,33,853.80","2,28,070"
11-Mar-24,EQ,"1,112.25","1,120.00","1,101.90","1,111.45","1,102.85","1,105.10","1,108.47","1,151.85",814.3,"67,51,641","7,48,39,63,018.80","1,97,149"
7-Mar-24,EQ,"1,126.00","1,126.90","1,107.55","1,125.00","1,111.00","1,111.45","1,115.58","1,151.85",814.3,"69,43,879","7,74,64,42,476.65","2,01,584"
6-Mar-24,EQ,"1,100.20","1,131.95","1,095.35","1,100.80","1,124.00","1,125.00","1,122.91","1,151.85",814.3,"1,37,87,638","15,48,22,85,780.55","3,20,060"
5-Mar-24,EQ,"1,102.20","1,110.90","1,094.50","1,106.75","1,101.90","1,100.80","1,101.53","1,151.85",814.3,"48,51,446","5,34,40,20,979.70","1,58,323"
4-Mar-24,EQ,"1,099.25","1,108.90","1,093.10","1,096.70","1,105.25","1,106.75","1,102.35","1,151.85",814.3,"58,95,441","6,49,88,38,358.25","1,41,187"
2-Mar-24,EQ,"1,099.30","1,104.90","1,091.15","1,099.25","1,095.25","1,096.70","1,097.07","1,151.85",814.3,"2,50,465","27,47,78,449.10","8,031"
1-Mar-24,EQ,"1,076.00","1,101.70","1,076.00","1,075.10","1,098.40","1,099.25","1,092.58","1,151.85",814.3,"48,19,390","5,26,55,79,136.05","1,71,646"
29-Feb-24,EQ,"1,071.00","1,082.30","1,055.35","1,074.20","1,073.65","1,075.10","1,069.97","1,151.85",814.3,"1,36,48,997","14,60,40,48,710.15","2,31,689"
28-Feb-24,EQ,"1,077.40","1,085.00","1,064.05","1,079.05","1,071.55","1,074.20","1,073.16","1,151.85",814.3,"76,43,191","8,20,23,42,629.45","1,36,752"
27-Feb-24,EQ,"1,081.65","1,088.55","1,072.05","1,085.20","1,080.40","1,079.05","1,079.98","1,151.85",814.3,"65,46,815","7,07,04,46,833.65","2,29,780"
26-Feb-24,EQ,"1,093.45","1,094.80","1,079.65","1,096.80","1,084.00","1,085.20","1,085.80","1,151.85",814.3,"53,54,189","5,81,35,91,284.15","2,04,678"
23-Feb-24,EQ,"1,099.00","1,107.40","1,090.00","1,100.90","1,093.75","1,096.80","1,099.43","1,151.85",814.3,"62,50,943","6,87,24,67,279.45","1,80,522"
22-Feb-24,EQ,"1,090.30","1,110.70","1,081.50","1,084.20","1,098.75","1,100.90","1,098.70","1,151.85",814.3,"1,46,33,340","16,07,76,95,725.30","2,68,227"
21-Feb-24,EQ,"1,093.85","1,093.95","1,073.10","1,088.60","1,079.55","1,084.20","1,081.74","1,151.85",814.3,"91,77,213","9,92,73,35,651.25","1,99,283"
20-Feb-24,EQ,"1,059.00","1,090.50","1,057.70","1,062.95","1,087.10","1,088.60","1,078.99","1,151.85",814.3,"87,22,800","9,41,18,38,973.65","2,43,044"
19-Feb-24,EQ,"1,069.00","1,070.00","1,060.10","1,068.75","1,064.35","1,062.95","1,064.53","1,151.85",814.3,"75,62,645","8,05,06,29,517.55","1,63,537"
16-Feb-24,EQ,"1,073.00","1,076.00","1,058.00","1,072.20","1,068.00","1,068.75","1,067.11","1,151.85",814.3,"86,60,907","9,24,21,08,048.20","2,10,198"
15-Feb-24,EQ,"1,097.50","1,097.55","1,069.25","1,096.85","1,074.75","1,072.20","1,078.80","1,151.85",814.3,"1,17,80,823","12,70,92,03,876.50","2,55,813"
14-Feb-24,EQ,"1,061.30","1,100.90","1,060.55","1,070.75","1,097.00","1,096.85","1,082.95","1,151.85",814.3,"1,66,09,115","17,98,68,14,048.60","3,22,045"
13-Feb-24,EQ,"1,051.00","1,075.55","1,044.80","1,046.70","1,070.60","1,070.75","1,063.39","1,151.85",814.3,"84,13,609","8,94,69,47,169.40","2,22,013"
12-Feb-24,EQ,"1,051.40","1,057.25","1,035.35","1,051.40","1,047.00","1,046.70","1,047.27","1,151.85",814.3,"86,94,379","9,10,53,81,172.30","2,13,483"
9-Feb-24,EQ,"1,039.95","1,054.90","1,034.55","1,035.90","1,052.60","1,051.40","1,046.39","1,151.85",814.3,"82,33,454","8,61,53,86,873.55","2,45,062"
8-Feb-24,EQ,"1,072.00","1,075.60","1,031.65","1,069.10","1,036.90","1,035.90","1,043.39","1,151.85",814.3,"98,69,141","10,29,73,86,835.70","2,72,590"
7-Feb-24,EQ,"1,061.05","1,073.70","1,057.50","1,050.05","1,072.00","1,069.10","1,067.49","1,151.85",814.3,"72,81,793","7,77,32,07,507.55","2,18,920"
6-Feb-24,EQ,"1,061.55","1,065.10","1,048.20","1,061.50","1,053.00","1,050.05","1,054.50","1,151.85",814.3,"80,11,171","8,44,77,59,890.10","2,00,742"
5-Feb-24,EQ,"1,067.05","1,079.50","1,058.00","1,067.05","1,059.20","1,061.50","1,068.12","1,151.85",814.3,"1,25,69,454","13,42,56,87,174.35","2,67,496"
2-Feb-24,EQ,"1,088.05","1,096.20","1,065.00","1,084.25","1,067.70","1,067.05","1,078.73","1,151.85",814.3,"86,67,415","9,34,97,78,291.60","2,62,152"
1-Feb-24,EQ,"1,072.65","1,087.65","1,056.80","1,067.75","1,083.45","1,084.25","1,073.44","1,151.85",814.3,"97,56,682","10,47,32,26,767.75","2,13,721"
31-Jan-24,EQ,"1,048.20","1,084.10","1,042.70","1,054.10","1,067.50","1,067.75","1,068.90","1,151.85",814.3,"1,26,00,390","13,46,85,19,443.45","3,03,223"
30-Jan-24,EQ,"1,060.05","1,070.45","1,050.80","1,061.25","1,053.50","1,054.10","1,057.78","1,151.85",814.3,"94,26,983","9,97,16,98,908.40","3,25,034"
29-Jan-24,EQ,"1,036.00","1,068.00","1,036.00","1,042.25","1,060.85","1,061.25","1,058.12","1,151.85",814.3,"1,11,88,604","11,83,89,09,653.55","2,05,125"
25-Jan-24,EQ,"1,058.00","1,063.70","1,025.80","1,059.15","1,050.10","1,042.25","1,037.96","1,151.85",814.3,"2,08,35,434","21,62,63,12,133.15","3,93,518"
24-Jan-24,EQ,"1,034.80","1,073.20","1,020.90","1,089.25","1,059.60","1,059.15","1,050.55","1,151.85",814.3,"2,08,84,046","21,93,96,93,940.10","3,81,021"
23-Jan-24,EQ,"1,125.90","1,141.60","1,078.80","1,121.00","1,082.00","1,089.25","1,101.48","1,151.85",814.3,"1,89,24,087","20,84,45,33,168.65","2,98,496"
20-Jan-24,EQ,"1,121.00","1,126.45","1,102.80","1,116.55","1,118.10","1,121.00","1,115.57","1,151.85",814.3,"50,55,594","5,63,98,82,327.70","1,13,131"
19-Jan-24,EQ,"1,107.15","1,126.30","1,105.00","1,097.50","1,116.00","1,116.55","1,118.44","1,151.85",814.3,"1,23,03,696","13,76,09,61,329.10","3,48,516"
18-Jan-24,EQ,"1,066.00","1,108.75","1,066.00","1,082.30","1,093.25","1,097.50","1,095.78","1,151.85",814.3,"1,14,73,135","12,57,20,42,567.15","2,64,860"
17-Jan-24,EQ,"1,082.00","1,115.00","1,079.20","1,119.10","1,080.75","1,082.30","1,095.23","1,151.85",814.3,"2,49,13,719","27,28,61,73,643.85","5,34,448"
16-Jan-24,EQ,"1,116.65","1,127.80","1,115.10","1,119.50","1,120.20","1,119.10","1,121.84","1,151.85",814.3,"52,29,753","5,86,69,22,578.85","1,51,286"
15-Jan-24,EQ,"1,122.00","1,130.45","1,116.60","1,120.35","1,120.50","1,119.50","1,121.23","1,151.85",814.3,"67,19,079","7,53,36,58,320.55","2,48,969"
12-Jan-24,EQ,"1,126.35","1,129.45","1,118.05","1,125.75","1,119.05","1,120.35","1,122.27","1,151.85",814.3,"56,16,755","6,30,35,28,702.20","2,48,340"
11-Jan-24,EQ,"1,111.05","1,127.90","1,111.05","1,107.00","1,125.00","1,125.75","1,122.67","1,151.85",814.3,"46,83,035","5,25,74,89,790.30","1,43,442"
10-Jan-24,EQ,"1,115.25","1,116.00","1,099.05","1,116.55","1,106.95","1,107.00","1,106.11","1,151.85",814.3,"59,34,163","6,56,38,41,404.30","1,33,259"
9-Jan-24,EQ,"1,128.55","1,135.55","1,112.35","1,122.00","1,118.80","1,116.55","1,124.29","1,151.85",814.3,"63,59,362","7,14,97,64,859.70","1,84,213"
8-Jan-24,EQ,"1,145.00","1,146.00","1,118.50","1,136.95","1,122.00","1,122.00","1,131.56","1,151.85",814.3,"47,35,538","5,35,85,48,732.15","1,40,745"
5-Jan-24,EQ,"1,124.00","1,139.90","1,119.00","1,123.40","1,134.30","1,136.95","1,131.22","1,151.85",814.3,"80,25,466","9,07,85,62,317.50","1,93,046"
4-Jan-24,EQ,"1,103.00","1,130.00","1,100.05","1,098.60","1,125.00","1,123.40","1,120.15","1,151.85",814.3,"1,14,11,683","12,78,27,78,096.05","1,79,554"
3-Jan-24,EQ,"1,091.00","1,102.60","1,081.30","1,093.25","1,098.00","1,098.60","1,093.81","1,151.85",814.3,"1,02,25,290","11,18,44,74,919.70","2,32,835"
2-Jan-24,EQ,"1,095.10","1,099.35","1,082.30","1,097.70","1,089.25","1,093.25","1,091.41","1,151.85",814.3,"78,95,577","8,61,73,45,938.55","1,87,704"
1-Jan-24,EQ,"1,095.00","1,104.00","1,093.00","1,102.30","1,095.00","1,097.70","1,099.75","1,151.85",814.3,"40,83,732","4,49,11,02,999.50","1,60,126"
